Jan 02, 2019 3:30:03 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 02, 2019 3:30:03 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 02, 2019 3:30:04 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /home/vagrant/opendaylight-0.9.1/lock
Jan 02, 2019 3:30:04 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 02, 2019 3:30:04 AM org.apache.karaf.main.Main$KarafLockCallback lockAquired
INFO: Lock acquired. Setting startlevel to 100
2019-01-02T03:30:05,517 | INFO  | pool-1-thread-2  | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 | Adding features: f86f9f81-84c4-4a1e-8ed6-3bcb8165740b/[0,0.0.0]
2019-01-02T04:02:34,376 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/fibmanager-api/0.7.1
2019-01-02T04:02:34,376 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/fibmanager-impl/0.7.1
2019-01-02T04:02:34,376 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/fibmanager-shell/0.7.1
2019-01-02T04:02:34,377 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/ipv6service-api/0.7.1
2019-01-02T04:02:34,377 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/ipv6service-impl/0.7.1
2019-01-02T04:02:34,377 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/ipv6service-shell/0.7.1
2019-01-02T04:02:34,377 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/model-bgp/2013.07.15.13.1
2019-01-02T04:02:34,377 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/natservice-api/0.7.1
2019-01-02T04:02:34,377 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/natservice-impl/0.7.1
2019-01-02T04:02:34,377 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/neutronvpn-api/0.7.1
2019-01-02T04:02:34,378 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/neutronvpn-impl/0.7.1
2019-01-02T04:02:34,378 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/neutronvpn-shell/0.7.1
2019-01-02T04:02:34,378 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/qosservice-api/0.7.1
2019-01-02T04:02:34,378 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/qosservice-impl/0.7.1
2019-01-02T04:02:34,378 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/statemanager-impl/0.7.1
2019-01-02T04:02:34,378 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/vpnmanager-api/0.7.1
2019-01-02T04:02:34,378 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/vpnmanager-impl/0.7.1
2019-01-02T04:02:34,379 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.netvirt/vpnmanager-shell/0.7.1
2019-01-02T04:02:34,379 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.neutron/model/0.11.1
2019-01-02T04:02:34,379 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.neutron/northbound-api/0.11.1
2019-01-02T04:02:34,379 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.neutron/neutron-spi/0.11.1
2019-01-02T04:02:34,379 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.neutron/transcriber/0.11.1
2019-01-02T04:02:34,379 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin/openflowplugin/0.7.1
2019-01-02T04:02:34,379 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin/openflowplugin-api/0.7.1
2019-01-02T04:02:34,380 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.applications/arbitratorreconciliation-api/0.7.1
2019-01-02T04:02:34,380 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.applications/arbitratorreconciliation-impl/0.7.1
2019-01-02T04:02:34,380 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.applications/forwardingrules-manager/0.7.1
2019-01-02T04:02:34,380 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.applications/reconciliation-framework/0.7.1
2019-01-02T04:02:34,380 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin/openflowplugin-blueprint-config/0.7.1
2019-01-02T04:02:34,380 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin/openflowplugin-common/0.7.1
2019-01-02T04:02:34,380 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin/openflowplugin-extension-api/0.7.1
2019-01-02T04:02:34,381 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin/openflowplugin-extension-nicira/0.7.1
2019-01-02T04:02:34,381 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin/openflowplugin-extension-onf/0.7.1
2019-01-02T04:02:34,381 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin/openflowplugin-impl/0.7.1
2019-01-02T04:02:34,381 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.libraries/liblldp/0.7.1
2019-01-02T04:02:34,381 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.model/model-flow-base/0.7.1
2019-01-02T04:02:34,381 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.model/model-flow-service/0.7.1
2019-01-02T04:02:34,381 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.model/model-flow-statistics/0.7.1
2019-01-02T04:02:34,381 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin/openflowjava-extension-nicira/0.7.1
2019-01-02T04:02:34,382 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin/openflowjava-extension-nicira-api/0.7.1
2019-01-02T04:02:34,382 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.openflowjava/openflowjava-blueprint-config/0.7.1
2019-01-02T04:02:34,382 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.openflowjava/openflow-protocol-api/0.7.1
2019-01-02T04:02:34,382 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.openflowjava/openflow-protocol-impl/0.7.1
2019-01-02T04:02:34,382 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.openflowjava/openflow-protocol-spi/0.7.1
2019-01-02T04:02:34,382 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.openflowplugin.openflowjava/openflowjava-util/0.7.1
2019-01-02T04:02:34,383 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.ovsdb/hwvtepsouthbound-api/1.7.1
2019-01-02T04:02:34,383 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.ovsdb/hwvtepsouthbound-impl/1.7.1
2019-01-02T04:02:34,383 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.ovsdb/library/1.7.1
2019-01-02T04:02:34,383 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.ovsdb/schema.hardwarevtep/1.7.1
2019-01-02T04:02:34,383 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.ovsdb/schema.openvswitch/1.7.1
2019-01-02T04:02:34,383 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.ovsdb/southbound-api/1.7.1
2019-01-02T04:02:34,383 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.ovsdb/southbound-impl/1.7.1
2019-01-02T04:02:34,384 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.ovsdb/utils.config/1.7.1
2019-01-02T04:02:34,384 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.ovsdb/utils.mdsal-utils/1.7.1
2019-01-02T04:02:34,384 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.ovsdb/utils.servicehelper/1.7.1
2019-01-02T04:02:34,384 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.ovsdb/utils.southbound-utils/1.7.1
2019-01-02T04:02:34,384 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.ovsdb/utils.yang-utils/1.7.1
2019-01-02T04:02:34,384 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.serviceutils/srm-api/0.2.1
2019-01-02T04:02:34,384 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.serviceutils/srm-impl/0.2.1
2019-01-02T04:02:34,385 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.serviceutils/srm-shell/0.2.1
2019-01-02T04:02:34,385 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.serviceutils/tools-api/0.2.1
2019-01-02T04:02:34,385 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.serviceutils/upgrade/0.2.1
2019-01-02T04:02:34,385 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/concepts/2.0.12
2019-01-02T04:02:34,385 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/odlext-model-api/2.0.12
2019-01-02T04:02:34,385 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/odlext-parser-support/2.0.12
2019-01-02T04:02:34,385 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/openconfig-model-api/2.0.12
2019-01-02T04:02:34,386 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/openconfig-parser-support/2.0.12
2019-01-02T04:02:34,386 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/rfc6536-model-api/2.0.12
2019-01-02T04:02:34,386 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/rfc6536-parser-support/2.0.12
2019-01-02T04:02:34,386 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/rfc7952-model-api/2.0.12
2019-01-02T04:02:34,386 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/rfc7952-parser-support/2.0.12
2019-01-02T04:02:34,386 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/rfc8040-model-api/2.0.12
2019-01-02T04:02:34,386 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/rfc8040-parser-support/2.0.12
2019-01-02T04:02:34,386 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/triemap/1.0.12
2019-01-02T04:02:34,387 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/util/2.0.12
2019-01-02T04:02:34,387 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-common/2.0.12
2019-01-02T04:02:34,387 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-data-api/2.0.12
2019-01-02T04:02:34,387 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-data-codec-gson/2.0.12
2019-01-02T04:02:34,387 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-data-codec-xml/2.0.12
2019-01-02T04:02:34,387 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-data-impl/2.0.12
2019-01-02T04:02:34,388 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-data-transform/2.0.12
2019-01-02T04:02:34,388 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-data-util/2.0.12
2019-01-02T04:02:34,388 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-model-api/2.0.12
2019-01-02T04:02:34,388 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-model-export/2.0.12
2019-01-02T04:02:34,388 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-model-util/2.0.12
2019-01-02T04:02:34,388 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-parser-api/2.0.12
2019-01-02T04:02:34,388 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-parser-impl/2.0.12
2019-01-02T04:02:34,388 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-parser-reactor/2.0.12
2019-01-02T04:02:34,389 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-parser-rfc7950/2.0.12
2019-01-02T04:02:34,389 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.opendaylight.yangtools/yang-parser-spi/2.0.12
2019-01-02T04:02:34,389 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.ops4j.pax.url/pax-url-war/2.5.2/jar/uber
2019-01-02T04:02:34,389 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.ops4j.pax.web/pax-web-api/6.0.9
2019-01-02T04:02:34,389 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.ops4j.pax.web/pax-web-api/6.0.11
2019-01-02T04:02:34,389 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.ops4j.pax.web/pax-web-deployer/6.0.11
2019-01-02T04:02:34,389 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.ops4j.pax.web/pax-web-descriptor/6.0.11
2019-01-02T04:02:34,390 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.ops4j.pax.web/pax-web-extender-war/6.0.11
2019-01-02T04:02:34,390 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.ops4j.pax.web/pax-web-extender-whiteboard/6.0.11
2019-01-02T04:02:34,390 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.ops4j.pax.web/pax-web-jetty/6.0.11
2019-01-02T04:02:34,390 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.ops4j.pax.web/pax-web-jsp/6.0.11
2019-01-02T04:02:34,390 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.ops4j.pax.web/pax-web-runtime/6.0.11
2019-01-02T04:02:34,390 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.ops4j.pax.web/pax-web-spi/6.0.11
2019-01-02T04:02:34,390 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.reactivestreams/reactive-streams/1.0.1
2019-01-02T04:02:34,390 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.scala-lang.modules/scala-java8-compat_2.12/0.8.0
2019-01-02T04:02:34,391 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.scala-lang.modules/scala-parser-combinators_2.12/1.0.7
2019-01-02T04:02:34,391 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.scala-lang/scala-library/2.12.7
2019-01-02T04:02:34,391 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.scala-lang/scala-reflect/2.12.7
2019-01-02T04:02:34,391 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       mvn:org.codehaus.woodstox/stax2-api/3.1.4
2019-01-02T04:02:34,391 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:com.bea.xml/jsr173-ri/1.0
2019-01-02T04:02:34,391 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:com.github.mifmif/generex/1.0.0
2019-01-02T04:02:34,391 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:com.google.errorprone/error_prone_annotations/2.1.3
2019-01-02T04:02:34,392 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:com.google.errorprone/error_prone_annotations/2.3.1
2019-01-02T04:02:34,392 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:com.google.j2objc/j2objc-annotations/1.1
2019-01-02T04:02:34,392 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:com.googlecode.java-ipv6/java-ipv6/0.16
2019-01-02T04:02:34,392 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:dk.brics.automaton/automaton/1.11-8
2019-01-02T04:02:34,392 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:javax.activation/activation/1.1
2019-01-02T04:02:34,392 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:javax.inject/javax.inject/1
2019-01-02T04:02:34,392 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:net.java.dev.stax-utils/stax-utils/20070216
2019-01-02T04:02:34,392 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:net.sf.kxml/kxml2/2.2.2
2019-01-02T04:02:34,393 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:org.checkerframework/checker-compat-qual/2.0.0
2019-01-02T04:02:34,393 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:org.codehaus.enunciate/enunciate-core-annotations/1.31
2019-01-02T04:02:34,393 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:org.codehaus.mojo/animal-sniffer-annotations/1.14
2019-01-02T04:02:34,393 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:org.iq80.leveldb/leveldb/0.7
2019-01-02T04:02:34,393 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:org.jhades/jhades/1.0.4
2019-01-02T04:02:34,393 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:org.jolokia/jolokia-core/1.5.0
2019-01-02T04:02:34,393 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:org.jolokia/jolokia-jsr160/1.5.0
2019-01-02T04:02:34,394 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:org.json/json/20131018
2019-01-02T04:02:34,394 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:org.opendaylight.infrautils/infrautils-testutils/1.4.1
2019-01-02T04:02:34,394 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |       wrap:mvn:org.opendaylight.netconf/sal-rest-connector-config/1.8.1/cfg/restconf
2019-01-02T04:02:34,394 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 | Stopping bundles:
2019-01-02T04:02:34,395 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |   org.ops4j.pax.jdbc.config/1.1.0
2019-01-02T04:02:34,398 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |   org.apache.servicemix.bundles.jasypt/1.9.2.1
2019-01-02T04:02:34,398 | INFO  | features-1-thread-1 | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 |   org.ops4j.pax.logging.pax-logging-log4j2/1.10.1
2019-01-02T04:02:34,399 | INFO  | features-1-thread-1 | CommandExtension                 | 49 - org.apache.karaf.shell.core - 4.1.6 | Updating commands for bundle org.apache.karaf.log.core/4.1.6
